id_pais,anio,inmigrantes,emigrantes
VIR,1990,0.0,9.0
VGB,1990,0.0,0.0
WLF,1990,0.0,0.0
PSE,1990,2.0,113.0
YEM,1990,0.0,58.0
ZMB,1990,1.0,0.0
ZWE,1990,3.0,61.0
AFG,2000,0.0,0.0
ALB,2000,0.0,0.0
DZA,2000,0.0,0.0
ASM,2000,0.0,0.0
AND,2000,0.0,16.0
AGO,2000,0.0,2.0
AIA,2000,0.0,2.0
ATG,2000,0.0,6.0
ARM,2000,1497.0,0.0
ABW,2000,0.0,123.0
AUS,2000,726.0,10749.0
AUT,2000,2454.0,339.0
AZE,2000,2.0,0.0
BHS,2000,0.0,9.0
BHR,2000,0.0,16.0
BGD,2000,0.0,0.0
BRB,2000,0.0,15.0
BLR,2000,3.0,0.0
BEL,2000,1125.0,719.0
BLZ,2000,0.0,4.0
BEN,2000,0.0,11.0
BMU,2000,0.0,27.0
BTN,2000,0.0,0.0
BOL,2000,237213.0,27612.0
BIH,2000,0.0,11.0
BWA,2000,0.0,30.0
BRA,2000,36424.0,27553.0
BRN,2000,0.0,0.0
BGR,2000,654.0,46.0
BFA,2000,0.0,0.0
BDI,2000,0.0,0.0
KHM,2000,0.0,3.0
CMR,2000,0.0,2.0
CAN,2000,1145.0,13536.0
CPV,2000,0.0,0.0
CYM,2000,0.0,14.0
CAF,2000,0.0,0.0
TCD,2000,0.0,2.0
CHI,2000,0.0,0.0
CHL,2000,219104.0,45713.0
CHN,2000,4039.0,207.0
COL,2000,4264.0,2654.0
COM,2000,0.0,0.0
COD,2000,0.0,15.0
COG,2000,0.0,0.0
COK,2000,0.0,1.0
CRI,2000,358.0,1103.0
CIV,2000,0.0,4.0
HRV,2000,2260.0,184.0
CUB,2000,2495.0,181.0
CYP,2000,0.0,39.0
CZE,2000,1493.0,312.0
DNK,2000,358.0,931.0
DJI,2000,0.0,0.0
DMA,2000,0.0,0.0
DOM,2000,1524.0,3221.0
ECU,2000,2035.0,2183.0
EGY,2000,266.0,330.0
SLV,2000,0.0,163.0
GNQ,2000,0.0,0.0
ERI,2000,0.0,0.0
EST,2000,16.0,0.0
ETH,2000,0.0,0.0
FRO,2000,0.0,2.0
FLK,2000,0.0,35.0
FJI,2000,0.0,0.0
FIN,2000,0.0,173.0
FRA,2000,7332.0,17999.0
GUF,2000,0.0,69.0
PYF,2000,0.0,42.0
GAB,2000,0.0,3.0
GMB,2000,0.0,0.0
GEO,2000,2.0,0.0
DEU,2000,10420.0,5112.0
GHA,2000,0.0,1.0
GIB,2000,0.0,10.0
GRC,2000,2413.0,254.0
GRL,2000,0.0,1.0
GRD,2000,0.0,6.0
GLP,2000,0.0,6.0
GUM,2000,0.0,4.0
GTM,2000,297.0,345.0
GIN,2000,0.0,9.0
GNB,2000,0.0,0.0
GUY,2000,0.0,40.0
HTI,2000,0.0,9.0
HND,2000,0.0,139.0
HKG,2000,0.0,10.0
HUN,2000,1657.0,173.0
ISL,2000,0.0,13.0
IND,2000,337.0,0.0
IDN,2000,0.0,17.0
IRN,2000,276.0,0.0
IRQ,2000,0.0,0.0
IRL,2000,0.0,265.0
IMN,2000,0.0,0.0
ISR,2000,1432.0,36951.0
ITA,2000,224155.0,20311.0
JAM,2000,0.0,28.0
JPN,2000,5348.0,3061.0
JOR,2000,0.0,13.0
KAZ,2000,414.0,0.0
KEN,2000,0.0,0.0
KIR,2000,0.0,2.0
PRK,2000,8201.0,18.0
KOR,2000,0.0,0.0
XKX,2000,0.0,0.0
KWT,2000,0.0,37.0
KGZ,2000,0.0,11.0
LAO,2000,552.0,0.0
LVA,2000,41.0,17.0
LBN,2000,1575.0,897.0
LSO,2000,0.0,7.0
LBR,2000,0.0,0.0
LBY,2000,0.0,3.0
LIE,2000,0.0,13.0
LTU,2000,1262.0,73.0
LUX,2000,0.0,115.0
MAC,2000,0.0,0.0
MKD,2000,0.0,161.0
MDG,2000,0.0,3.0
MWI,2000,0.0,5.0
MYS,2000,0.0,56.0
MDV,2000,0.0,0.0
MLI,2000,0.0,0.0
MLT,2000,0.0,2.0
MHL,2000,0.0,0.0
MTQ,2000,0.0,8.0
MRT,2000,0.0,72.0
MUS,2000,0.0,5.0
MYT,2000,0.0,0.0
MEX,2000,3610.0,6564.0
FSM,2000,0.0,0.0
MDA,2000,3.0,0.0
MCO,2000,0.0,52.0
MNG,2000,0.0,0.0
MNE,2000,0.0,0.0
MSR,2000,0.0,0.0
MAR,2000,0.0,0.0
MOZ,2000,0.0,180.0
MMR,2000,0.0,5.0
NAM,2000,0.0,36.0
NRU,2000,0.0,0.0
NPL,2000,0.0,0.0
NLD,2000,1012.0,2215.0
ANT,2000,0.0,48.0
NCL,2000,0.0,13.0
NZL,2000,0.0,382.0
NIC,2000,0.0,170.0
NER,2000,0.0,10.0
NGA,2000,0.0,618.0
NIU,2000,0.0,0.0
NFK,2000,0.0,0.0
MNP,2000,0.0,0.0
NOR,2000,0.0,544.0
OMN,2000,0.0,21.0
PAK,2000,0.0,0.0
PLW,2000,0.0,0.0
PAN,2000,286.0,811.0
PNG,2000,0.0,4.0
PRY,2000,331688.0,64284.0
PER,2000,91182.0,3586.0
PHL,2000,0.0,638.0
POL,2000,14469.0,190.0
PRT,2000,9019.0,1094.0
PRI,2000,0.0,281.0
QAT,2000,0.0,1340.0
REU,2000,0.0,17.0
ROU,2000,2567.0,0.0
RUS,2000,2350.0,1.0
RWA,2000,0.0,0.0
SHN,2000,0.0,0.0
SPM,2000,0.0,0.0
WSM,2000,0.0,10.0
SMR,2000,0.0,0.0
STP,2000,0.0,0.0
SAU,2000,0.0,10.0
SEN,2000,0.0,18.0
SRB,2000,0.0,0.0
SCG,2000,3109.0,875.0
SYC,2000,0.0,0.0
SLE,2000,0.0,0.0
SGP,2000,0.0,32.0
SVK,2000,307.0,57.0
SVN,2000,1657.0,172.0
SLB,2000,0.0,2.0
SOM,2000,0.0,0.0
ZAF,2000,0.0,1004.0
ESP,2000,137084.0,83803.0
LKA,2000,0.0,0.0
KNA,2000,0.0,0.0
LCA,2000,0.0,3.0
VCT,2000,0.0,3.0
SDN,2000,0.0,10.0
SUR,2000,0.0,324.0
SWZ,2000,0.0,18.0
SWE,2000,481.0,2408.0
CHE,2000,1820.0,1359.0
SYR,2000,2577.0,4.0
TWN,2000,3466.0,18.0
TJK,2000,0.0,0.0
TZA,2000,0.0,4.0
THA,2000,0.0,594.0
TLS,2000,0.0,0.0
TGO,2000,0.0,78.0
TKL,2000,0.0,0.0
TON,2000,0.0,1.0
TTO,2000,0.0,21.0
TUN,2000,0.0,7.0
TUR,2000,1534.0,142.0
TKM,2000,0.0,0.0
TCA,2000,0.0,2.0
TUV,2000,0.0,0.0
UGA,2000,0.0,0.0
UKR,2000,9498.0,0.0
ARE,2000,0.0,78.0
GBR,2000,2383.0,10198.0
USA,2000,10338.0,133210.0
URY,2000,119169.0,25146.0
UZB,2000,4.0,0.0
VUT,2000,0.0,2.0
VEN,2000,3068.0,8733.0
VNM,2000,0.0,16.0
VIR,2000,0.0,8.0
VGB,2000,0.0,0.0
WLF,2000,0.0,0.0
PSE,2000,0.0,175.0
YEM,2000,0.0,68.0
ZMB,2000,0.0,0.0
ZWE,2000,0.0,56.0
